Brand Name,Product,Path/Bank,Program / Sample,Notes,Examples
Roland,SR-JV80-04 Vintage Synth,,146 P5 Sync Lead,,최후의 결전
Roland,SR-JV80-06 Dance,,015 Nite'Hood 94,,최후의 결전
Roland,SR-JV80-06 Dance,,141 Spooky,,최후의 결전
"Leithian: In the Abyss (1999) - SoundTeMP, A.Dam",,,,,
Roland,JV-2080,PR-C,099 Flying Waltz,,Mattilene
"The War of Genesis III (1999) - Sungwoon Jang, Jinbae Park",,,,,
Best Service,Voice Spectral,,Track 05,Timestamp: 0:00,Alone in the Battle
Best Service,Voice Spectral,,Track 15,Timestamp: 0:17.1,Alone in the Battle
Best Service,Voice Spectral,,Track 76,Timestamp: 0:00,Silent Space
KORG,EXB-PCM06 Orchestral Collection,,001 Maestro Strings,,"Let's Sweep, Epilogue"
Ensoniq,MR-Rack,,,"Surdos, possibly other kit pieces",Rage of Lion
Ensoniq,MR-Rack,ROM004,097 Atomic Lead,Could be RAM001:022 Chat Lead,End and
Ensoniq,MR-Rack,ROM005,004 Dbl 6-Strng,Bypass effects,Lonely Wanderer
Roland,JV-2080,PR-A,023 PsychoRhodes,,"Bards, Heart to Heart"
Roland,JV-2080,INT-B (Internal B),052 Feedbackwave,,Far and away
Roland,JV-2080,PR-D,043 Pilgrimage,,"To the Past, Theme of Demian, Far and away"
Roland,JV-2080,,,Bottle blow,Pirates
Roland,JV-2080,,,Guitar fret noise,"Break Through!, Shivan Scimitar, Heart to Heart, Bards, Theme of Sherazard"
Roland,SR-JV80-02 Orchestral,,107 Trumpet 2,,The One
Roland,SR-JV80-04 Vintage Synth,,253 H20 Asylum,,Far and away
Roland,SR-JV80-06 Dance,,141 Spooky,Pitched down,End and Never End (CLUB-MIX)
Spectrasonics,Symphony of Voices,,,Boys choir,Choir for the Faith
Spectrasonics,Symphony of Voices,Disc 2 -> Partition G -> 02 SOP-EH-OH,SOP EH-OH AS,,Choir for the Faith
Spectrasonics,Symphony of Voices,Disc 5 -> Partition C -> 02 SERENE,SERENE MENU,,"The Prophecy of Light, Infinity"
"Arcturus: The Curse and Loss of Divinity (2000) - SoundTeMP, Kyeong Hwan No, Seong Gyu Yang, Wonsul Lee, Yeojin Jeong",,,,,
Best Service,Orchestral Colours,Partition C -> EXPR. STRING,EXP. STRNGS,,Tension
Best Service,Orchestral Colours,Partition C -> MAGIC LIGHT,MAGIC LIGHT,,던전夜
Best Service,Orchestral Colours,Partition D -> BEETLE ESCAP,BEETLE ESC.,,Tension
Best Service,Peter Siedlaczek's Advanced Orchestra,,,Violin. Could be alternate product,시련
Best Service,XX-Large 1500 Classic Drumloops,Partition D -> 4,LOOP 105-2,Sample: L 105 031,Astennu Tjodalv
Best Service,XX-Large 1500 Classic Drumloops,Partition I -> 3,LOOP 125-3,Sample: L 125 062,Astennu Tjodalv
Big Fish Audio,Kitch 70's,Partition E -> 15112LOOP#3,112-03 LOOPS,Waveform: BEASTIE GIRL,Doom of dome
Discovery Firm,Sound Effects CD Series - 6 - Nature,,Wind-1,Timestamp: 0:00.0,The abandoned mine
EastWest,Dance/Industrial II,Partition A -> VOLUME 004,SAMPLES 004,,Machine head
EastWest,Dance/Industrial II,Partition A -> VOLUME 010,LOOP 010,,Elhive hill
EastWest,Dance/Industrial II,Partition D -> VOLUME 005,LOOP 057,,Machine head
Ensoniq,MR-Rack,,,"Surdos, possibly other kit pieces","Venturer's world, Crisis, Glorious pain"
Ensoniq,MR-Rack,,,GM Tubular at low pitch layered?,Theatre of tragedy
Ensoniq,MR-Rack,,,"Some ""Tympani"" patch",The absolute ruins
Ensoniq,MR-Rack,GM008,075 PanFlute-GM,,The Northern pure
Ensoniq,MR-Rack,GM008,078 Whistle-GM,,Romance of the Seacoast
Ensoniq,MR-Rack,GM008,079 Ocarina-GM,Modulation applied,The song of dethroned emperor
Ensoniq,MR-Rack,RAM001,049 MR Coffee,,"밤을 잊은 그대에게…, Farewell to Sadness, Atomic Dance, Farewell to sadness [Club MIX]"
Ensoniq,MR-Rack,ROM004,018 Tine-2-Love,Maybe something else. Apply reverb.,RX-7
Ensoniq,MR-Rack,ROM004,097 Atomic Lead,Could be RAM001:022 Chat Lead,The Iron fortress
Ensoniq,MR-Rack,ROM005,004 Dbl 6-Strng,,The Northern pure
Ensoniq,MR-Rack,ROM005,066 Recorder,,Memories
Ensoniq,MR-Rack,ROM005,076 Harmonica,,Memories
Ensoniq,MR-Rack,ROM005,080 BreathyAlto,Chorus applied? External?,그녀의 아침
Ensoniq,MR-Rack,ROM005,094 Harpsichord,,"The waltz, Theatre of tragedy, Emperor Karl Petrarca, The Constellarium"
Ensoniq,MR-Rack,ROM005,109 Vibraphone,,그녀의 아침
KORG,EXB-PCM04 Dance Extreme,,107 Rap Voice Set,Turn off OSC 2 and center OSC 1,아르바이트맨
KORG,TRITON,Programs -> INT-B,B045 Gliding Squares,Decrease/turn off glide,Drug Freak
KORG,TR-Rack,Prog > A,A11 *Tingly* E.Piano,,The Northern pure
KORG,TR-Rack,Prog > B,B04 Steel String Gtr,,Dream of You
KORG,TR-Rack,Prog > B,B31 Mandolin Trem,,시련
KORG,TR-Rack,Prog > D,D86 Radio Piano(SW1),,Valley rally
KORG,TR-Rack,Combi > A,A05 Maximum Impact,,Doom of dome
KORG,TR-Rack,Combi > C,C08 Liquid Strings,,RX-7
KORG,TR-Rack,Combi > C,C37 Tsunami Strikes!,,Magic is basics
KORG,TR-Rack,Combi > C,C127 Chorus Bell,,Inn
Masterbits,Climax Vol. 9 - RAPsody (Vocals II),,Track 35,Timestamp: 0:30.1,아르바이트맨
Masterbits,Tekkno T.R.A.X.,Partition A -> 160TEKDRMLOP,160.2ZERO GR,,R.A.V.E.N.
Masterbits,Tekkno T.R.A.X.,Partition A -> 160TEKDRMLOP,160 EYE HEAR,,R.A.V.E.N.
Masterbits,Tekkno T.R.A.X.,Partition A -> 160TEKDRMLOP,160.4S PONJO,,R.A.V.E.N.
Masterbits,Tekkno T.R.A.X.,Partition B -> 150TEKDRMLO3,150 MAY DAY,,Hit me
Masterbits,Tekkno T.R.A.X.,Partition B -> 150TEKDRMLO5,150 LED ZEP,,Hit me
Masterbits,Tekkno T.R.A.X.,Partition C -> 150TEKSQLOP1,150 FAKE LAB,,Hit me
Masterbits,Tekkno T.R.A.X.,Partition D -> 150TEKSQLOP4,150 HI ANA,,Hit me
Masterbits,Tekkno T.R.A.X.,Partition D -> 150TEKARP1,150 FUNKART,,Hit me
Masterbits,Tekkno T.R.A.X.,Partition H -> TEKKNOTALK,DONKY KONGV2,"TT89VOX1, TT89VOX6 respectively","Astennu Tjodalv, Hit me"
Roland,JV-2080,PR-A,023 PsychoRhodes,,"Strained heart, Drug Freak"
Roland,JV-2080,PR-B,018 Slap Bass 1,Panning disabled,Curious
Roland,JV-2080,PR-B,098 Air Lead,,Hopeless hamlet
Roland,JV-2080,PR-B,120 Harmo Blues,,그녀의 아침
Roland,JV-2080,PR-B,124 Majestic Tpt,Delay disabled,Curious
Roland,JV-2080,PR-C,005 Trombone,,"그녀의 아침, Déjà vu"
Roland,JV-2080,PR-C,047 Bass Pizz,,"Angel's walk, Hallway to Heaven, Farewell to sadness [Club MIX]"
Roland,JV-2080,PR-D,031 DesertCrystl,,Amnesia
Roland,JV-2080,PR-D,043 Pilgrimage,,Flee by night
Roland,JV-2080,PR-D,120 Unearthly,Disable parts? Some other preset?,Paradise lost
Roland,SR-JV80-04 Vintage Synth,,253 H20 Asylum,,Tranquility - Night arranged
Roland,SR-JV80-06 Dance,XP-X,022 Breakdwn 100,,
Roland,SR-JV80-06 Dance,XP-X,044 Human Bt 124,,
Roland,SR-JV80-06 Dance,XP-X,141 Spooky,,Machine head
Roland,SR-JV80-06 Dance,XP-X,143 Gtr Fx x4,,Farewell to sadness [Club MIX]
Roland,SR-JV80-06 Dance,XP-X,195 Terminator,,"What's Going on here, Paradise lost"
Roland,SR-JV80-16 Orchestral II,,225 Titan,Waveform '578 Rattles' only?,Elhive hill
Sampleheads,New York City Drumworks,Disc 2 -> Frank Duncan -> Loops & Fills,46 FD Tom Rock,Timestamp: 0:00,What's Going on here
Sampleheads,New York City Drumworks,Disc 2 -> Frank Duncan -> Loops & Fills,46 FD Tom Rock,Timestamp: 0:10.9,What's Going on here
Sampleheads,New York City Drumworks,Disc 2 -> Frank Duncan -> Loops & Fills,51 FD Fills 108bpm,Timestamp: 0:11.7,What's Going on here
Sampleheads,New York City Drumworks,Disc 2 -> Frank Duncan -> Loops & Fills,51 FD Fills 108bpm,Timestamp: 0:34.7,What's Going on here
Sampleheads,New York City Drumworks,Disc 2 -> Frank Duncan -> Sounds,,Custom fills seem to have been made,What's Going on here
Spectrasonics,Liquid Grooves,Disc 1 -> Partition A -> 55 SANDCASTL,SND MIX 1,,Age of the suffering
Spectrasonics,Liquid Grooves,Disc 1 -> Partition A -> 55 SANDCASTL,SND PERC MIX,,Age of the suffering
Spectrasonics,Liquid Grooves,Disc 1 -> Partition C -> 73 MYSTERIOUS,MYS TRIPPY 1,,The abandoned mine
Spectrasonics,Symphony of Voices,Disc 2 -> Partition G -> 02 SOP-EH-OH,SOP EH-OH AS,,Hopeless hamlet
Spectrasonics,Symphony of Voices,Disc 3 -> Partition A -> 03 BOYS EES,BC EES-V A,,The Innocents
Ueberschall,F.A.S.T. Animation,Partition A -> FLYOBJECTS 1,BOOMERANG 1,,"Strained heart, N.O.A.H. - Name of Apocalyptic Hour"
Ueberschall,F.A.S.T. Animation,Partition B -> FLYOBJECTS 6,AM SATELLITE,,N.O.A.H. - Name of Apocalyptic Hour
Ueberschall,F.A.S.T. Animation,Partition E -> NATURE 3,J E T,,N.O.A.H. - Name of Apocalyptic Hour
Ueberschall,F.A.S.T. Animation,Partition H -> C O M I C 1,PHONETIC C,"Samples: YO, CHAT FLY","Strained heart, N.O.A.H. - Name of Apocalyptic Hour"
Zero-G,Datafile 2,,Track 02,Timestamp: 0:42,Farewell to sadness
Zero-G,Datafile 2,,Track 23,Timestamp: 0:00,Ignite me
Zero-G,Datafile 3,,Track 83,Timestamp: 0:26.5,Serenade in the rain
"Magna Carta: The Phantom of Avalanche (2001) - Sungwoon Jang, Roh Hyoung Woo, Sang-Ho Lee, Jinbae Park",,,,,
Access,Virus,,A4 Impact MS,Program name based on Virus C,Time passes By - CLUB MIX -
Best Service,Voice Spectral,,Track 95,Timestamp: 0:25.5,Hell Bouncer
Ensoniq,MR-Rack,ROM004,050 Pipe Organ,Not 100% match? Possibly exp patch?,Ancient Way
KORG,TRITON-Rack,Programs -> INT-A,A001 Acoustic Piano,,Lovely Moon
KORG,TRITON-RACK,Programs -> INT-A,065 90's Piano,,Time passes By - CLUB MIX -
KORG,TRITON-Rack,,,Bell,In my Dream
Roland,SR-JV80-06 Dance,,140 Slide Fx x2,,Time passes By - CLUB MIX -
Roland,SR-JV80-06 Dance,,186 Vocamatic,,Time passes By - CLUB MIX -
Spectrasonics,,,,Percussion loop,Mysterious Woods
"Narsillion - Leithian Another Story  (2002) - SoundTeMP, Seock-Jin Lee, Dong-Il Kwak, Goo-Hee Kwon",,,,,
eLAB,X-Static Goldmine 3,,"LEFT, RIGHT",Track 1 of the CDDA. Timestamp: 0:00,Shadow
Ensoniq,MR-Rack,,,"Surdos, possibly other kit pieces",니 마음의 풍차
Ensoniq,MR-Rack,RAM001,049 MR Coffee,,"To Be Without You, Shadow"
Ensoniq,MR-Rack,ROM005,094 Harpsichord,,21.mp3
KORG,01/W,PROG,A63 Tin Flute,,A Legendary Fever
KORG,TR-Rack,Combi > C,C79 Serengeti,,Love Is Not 4 Sale
KORG,TRITON-Rack,Programs -> INT-A,A079 Ensemble Bell,,To Be Without You
KORG,TRITON-Rack,Programs -> INT-C,C127 Bottle-Bell,Turn off MFX1 (Multitap Cho/Delay),"The Road Not Taken, 니 마음의 풍차"
Roland,JV-2080,,,Slap bass,Forest Pump
Roland,JV-2080,PR-A,023 PsychoRhodes,,To Be Without You
Roland,JV-2080,PR-C,047 Bass Pizz,,Waltz Me Sweet
Roland,SR-JV80-06 Dance,,0216 Rewind,Uses some kind of effect,Shadow
Spectrasonics,Distorted Reality 2,Disc 1 -> Partition A -> 02 70-79 BPM,TRANSFORM 78,,Frozen Beat
Spectrasonics,Symphony of Voices,,,,"To Be Without You, 영원한 생명"
Spectrasonics,Symphony of Voices,Disc 2 -> Partition G -> 02 SOP-EH-OH,SOP EH-OH AS,,To Be Without You
"Crazy Arcade BnB Adventure (2002) - Jinbae Park, Goomin Nam, Sungwoon Jang",,,,,
Ensoniq,EXP-1 The Real World,EXP025,082 Vox Phrases,,Floopy Forest
KORG,TRITON-Rack,Programs -> INT-C,C127 Bottle-Bell,,Bomb Factory
Ueberschall,2 Step Garage,Disc 1,Track 07,Timestamp: 0:00,Factorial 2Steps
Ueberschall,2 Step Garage,Disc 1,Track 10,Timestamp: 0:00,Factorial 2Steps
Yamaha,MOTIF 6,PRE2,G14 EthncFlute,,Beguy Desert
"AceSaga: The Lament of a Raven (2002) - SoundTeMP, Dong-Il Kwak",,,,,
Access,Virus,,A4 Impact MS,Program name based on Virus C,Quid Novi
Hollywood Edge,Premiere Edition,,,Check later,Quid Novi
Native Instruments,FM7,,,"Far East patch, path coming soon",Amigo
Spectrasonics,Symphony of Voices,Disc 2 -> Partition G -> 01 SOP OHS,SOP OHS AS,,Cul de sac
Spectrasonics,Symphony of Voices,Disc 2 -> Partition G -> 02 SOP-EH-OH,SOP EH-OH AS,,Quid Novi
Spectrasonics,Symphony of Voices,Boys Choir & Gregorian Men -> BOY PHRAS,ALLELUBOY,,Retrospect
Spectrasonics,Symphony of Voices,Boys Choir & Gregorian Men -> BOY PHRAS,LULU BOY,,Retrospect
"War of Chunrang (2003) - SoundTeMP, Seock-Jin Lee",,,,,
Ensoniq,MR-Rack,,,"Surdos, possibly other kit pieces",당나라 킹카
InVision,Lightware - Stratus Sound Sampler,Partition A -> KYOTO GARDEN,KYOTO GARDEN,Possibly another library entirely,Bamboo Da Groove
Masterbits,Climax Vol. 9 - RAPsody (Vocals II),,Track 04,Timestamp: 0:12.6,Love is
Roland,JV-2080,PR-D (GM Bank),078 Shakuhachi,,쾌도난마
Spectrasonics,Metamorphosis,Disc 1 -> Partition A -> 53-70 LOOPS,MOHAVE C,,월하연서
Spectrasonics,Metamorphosis,Disc 2 -> PARTITION A -> 99-105 LPS,HAMSTRING,,For the Rest of My Life
Sonic Foundry,Voices of Native America,Single Shot Loops & Hits -> Flutes,Echo Flute 9.2,,Moon Doon
Yamaha,MOTIF 6,PRE1,,piano,월하연서
Yamaha,MOTIF 6,,,strings,배신하면 칼맞는다
Yamaha,MOTIF 6,,,guitar slide,선자불래 내자불선
Yamaha,MOTIF 6,PRE1,F10 JazzGTmelo,,남가일몽 
Yamaha,MOTIF 6,PRE2,D06 SweetFlute,,"Mirage 4 you, 당나라 킹카"
Yamaha,MOTIF 6,GM,G12 Koto,,남경반점
Zero-G,Orchestral Flavours,,Orch stab,Could be from JV80-02/PS's,배신하면 칼맞는다
"Magna Carta: Crimson Stigmata / Tears of Blood (2004) - Sungwoon Jang, ",,,,,
EastWest,Steve Stevens Guitar,Partition A -> SPECIAL EFX,EFX #1 3,,Four Guardian Kings
Ensoniq,MR-Rack,ROM004,050 Pipe Organ,Not 100% match? Possibly exp patch?,Cave Theme III
Spectrasonics,Symphony of Voices,,,,
Spectrasonics,Vocal Planet,Disc 3 -> Partition H -> 2 VOCAL WIND,A TO O SWEEP,,Moment of Fear
Yamaha,MOTIF 6,PRE2,D06 SweetFlute,,The Town of Notia
"Magna Carta II (2009) - Sungwoon Jang, Roh Hyoung Woo (See note for live performers)",,,,,
Best Service,Ethno World,Woodwind and Brass -> Various Flute FX,Various Flute FX,,Phong
EastWest,Stormdrum,Large Percussion,Big Hits,A5,"Danger, Sentiel, Last Scene"
EastWest,Symphonic Orchestra,,,,
EastWest,Symphonic Orchestra,,,String FX,Dreadful Sight
EastWest,Symphonic Orchestra,Perc -> Drums,Timp Hits LR,,The Rival
EastWest,Symphonic Orchestra,,,Snares,"The Rival, The Team"
Spectrasonics,Stylus RMX,,,Custom loops?,The Rival
Spectrasonics,Stylus RMX,,160-World Hunt Combo,,Escape
Spectrasonics,Stylus RMX,Sound Menus,Cinematic Ambient Metals,C3,"The Rival, Oldfox Canyon, Escape"
MapleStory Cave Crawlers (2011) - Jinbae Park,,,,,
Native Instruments,FM8,,Far East,Could be Airpad from FM8 Factory,Frozen Mountain
Roland,SR-JV80-06 Dance,,015 Nite'Hood 94,,Town
Spectrasonics,Stylus RMX,,160-Spheres Iced,,Frozen Mountain
Spectrasonics,Stylus RMX,,,,Howling Mine (ver.2)
Spectrasonics,Stylus RMX,,,,Last Boss
XLN Audio,Addictive Drums,,Startup,,Battle
"RUNE the First Wanderer (2020) - Goomin Nam, 'SPIKE', 'E.Q.P', 'DoubleTO' (See note for live performers)",,,,,
EastWest,Symphonic Orchestra,,,a lot of it in a lot of tracks,
Native Instruments,FM8,,Far East,Could be Airpad from FM8 Factory,"Mark, The Tree"
"Stellar Blade (2024) - ESTIMATE, Jinbae Park, 'seibin', 'Benicx', Youngji Lee, Oliver Good,",,,,,
XLN Audio,Addictive Drums 2,,AD Classic Startup,Could possibly be AD1 Startup,First Trailer
,,,,,
,,,,,
,,,,,
,,,,,
Base layout and concept taken from the NEWER VGM Sound Sources spreadsheet.,,,,,
"If a game (only) lists ""SoundTeMP"" as one of its composers, the tracks are credited to the band name as a whole, and/or belong to one or more uncredited authors.",,,,,
"If a credits listing ends with a comma, it is assumed to be an incomplete credits listing and follows the same logic as in the sentence above. Credits will be updated with new known artist additions accordingly.",,,,,
