Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Zero-G,EZ Rollers Drum & Bass Producer Pack,Breaks -> Ravers,Perception No Kick 175bpm,,"Aquarium Park - Act 1, Aquarium Park - Act 3",
Zero-G,EZ Rollers Drum & Bass Producer Pack,Instrument Samples -> Kick Set 3,kick set 3 011,,"Aquarium Park - Act 1, Aquarium Park - Act 3",
Zero-G,EZ Rollers Drum & Bass Producer Pack,Percussion -> Rolls,Filter 165bpm,,"Tropical Resort - Act 1, Tropical Resort - Act 2, Tropical Resort - Act 3",
Zero-G,EZ Rollers Drum & Bass Producer Pack,Percussion -> Shakers,Shake 2 175bpm,,"Aquarium Park - Act 1, Aquarium Park - Act 3",
Zero-G,Drum & Percussion Tools,Track 20 - Ambient Cymbals -> Sample 1,"Ambient 15"" Crash",,"Aquarium Park - Act 1, Aquarium Park - Act 2, Aquarium Park - Act 3",
Zero-G,Drum & Percussion Tools,Track 20 - Ambient Cymbals -> Sample 13,Slow Attack,,Area - Tropical Resort,
Zero-G,ProSamples Vol. 38 - Trance,Construction Kits -> Kaleidoscope 140bpm D#,38g03fx140d#,,Area - Tropical Resort,
Stuff to Find,,,,,,
Steinberg,HALionOne,,,Piano,Area - Planet Wisp,
?,? (Sample Loop Library),,,Drums,Tropical Resort - Act 3,
?,? (60's/70's Big Band Song Sample),,,Vintage Brass Phrases,"Sweet Mountain - Act 1, Sweet Mountain - Act 2, Sweet Mountain - Act 3",
?,? (Sample Instrument Library),,,Linn Drums,Game Land 6,
Ultimate ,,"(Released: September 7, 2021)",,,,
Prime Loops,Liquid D&B Essentials,Drum_Loops -> Full_Drum_Loops,Bpm169_Breakbeat_Break_PL,,Tropical Resort - Act 3 (Remix),
reFX,Nexus²,Arpeggios,AR Krystaline,,Planet Wisp - Act 2  (Remix),
reFX,Nexus²,Arpeggios,AR Phantasmic Seq,,Planet Wisp - Act 2  (Remix),
reFX,Nexus²,XP Trap,SQ Drop It,,Color Power - Jade Ghost,
reFX,Nexus²,XP Trap 3,AR Diamond Cutter,,Color Power - Jade Ghost,
reFX,Nexus²,XP Trap 3,AR Pirate Piano,,Color Power - Jade Ghost,
Samplemodeling,The Trumpet 3,,Trumpet 1 v3,,"Sweet Mountain - Act 1 (Remix), Sweet Mountain - Act 2 (Remix), Sweet Mountain - Act 3 (Remix)",
Spectrasonics,Omnisphere,Retro Land,Light Speed Theremin,,Color Power - Jade Ghost,
Spectrasonics,Trilian,Bass Instruments -> Bass - Electric Fingered,Clean Fender - Full Range,,Sweet Mountain - Act 1 (Remix),
Steinberg,HALion Sonic,HS Factory,80s Synth Brass Comp,,Speak with Your Heart (Rainbow Mix),
UJAM,Beatmaker Void,Factory -> Drum & Bass,King of Da Jungle,,Aquarium Park - Act 1,
Stuff to Find,,,,,,
Native Instruments,Battery 4,,,Confirmed by Ohtani,,
Native Instruments,Massive,,,Confirmed by Ohtani,,
Sonica Instruments,KOTO 13,,,Confirmed by Ohtani,,
Synthogy,Ivory II,,,Confirmed by Ohtani,,
Vengeance Sound,VPS Avenger,,,Confirmed by Ohtani,,
Sonic Generations,,"(Released: November 1, 2011)",,"(Music by: Jun Senoue, Kenichi Tokoi, Naofumi Hataya, Tomoya Ohtani)",,
Sample: SEGA,Sonic The Hedgehog 1,,,Snare Drum,-Used throughout the soundtrack-,
AIR Music Technology,Xpand!2,Parts -> 005 Polysynths,Classic Saw Poly,,"TITLE, TITLE (Short ver.). WHITE SPACE MEDLEY",
AIR Music Technology,Xpand!2,Parts -> 007 Soft Leads,Air Phaser Lead+,,CHEMICAL PLANT : ACT2,
AIR Music Technology,Xpand!2,Parts -> 008 Hard Leads,Can Metal Speak+,,CHEMICAL PLANT : ACT2,
AIR Music Technology,Xpand!2,Parts -> 008 Hard Leads,Sledge+,,TITLE DEMO,
AIR Music Technology,Xpand!2,Parts -> 018 Bells,Hi Bells+,,COLLECTION ROOM,
AIR Music Technology,Xpand!2,Patches -> 024 Synth Basses,04 Percy FM Bass,,White Space - Green Hill (Unused),
Best Service,Sound Cube,CD 1 -> SYNTHS,DS1_14,,BOSS BATTLE : TIME EATER - Final Attack,
Big Fish Audio,BiPolar,27 Mech Step 175 Gmin,synth01,,CHEMICAL PLANT : ACT2,
Big Fish Audio,BiPolar,27 Mech Step 175 Gmin,synth06,,CHEMICAL PLANT : ACT2,
Big Fish Audio,BiPolar,32 Looser 175 Gmin,synthFX04,,CHEMICAL PLANT : ACT2,
Big Fish Audio,BiPolar,33 Rum & Roland 175 Gmin,hihat01,,Toxic Caves (Target),
Big Fish Audio,BiPolar,33 Rum & Roland 175 Gmin,kick,,Toxic Caves (Target),
Big Fish Audio,BiPolar,33 Rum & Roland 175 Gmin,snare  ,,Toxic Caves (Target),
Big Fish Audio,BiPolar,33 Rum & Roland 175 Gmin,synth03,,CHEMICAL PLANT : ACT2,
Big Fish Audio,BiPolar,33 Rum & Roland 175 Gmin,synthFX01,,CHEMICAL PLANT : ACT2,
Big Fish Audio,BiPolar,34 Sleeptalk 175 Cmin,synth05,,CHEMICAL PLANT : ACT2,
Big Fish Audio,BiPolar,35 Summer Jive 175 Abmin,synth02,,CHEMICAL PLANT : ACT2,
Big Fish Audio,BiPolar,35 Summer Jive 175 Abmin,synth03,,CHEMICAL PLANT : ACT2,
Big Fish Audio,BiPolar,35 Summer Jive 175 Abmin,synth04,,CHEMICAL PLANT : ACT2,
Big Fish Audio,BiPolar,35 Summer Jive 175 Abmin,synth05,,CHEMICAL PLANT : ACT2,
Big Fish Audio,BiPolar,35 Summer Jive 175 Abmin,synthFX01,,CHEMICAL PLANT : ACT2,
Big Fish Audio,BiPolar,35 Summer Jive 175 Abmin,synthFX02,,CHEMICAL PLANT : ACT2,
Big Fish Audio,BiPolar,35 Summer Jive 175 Abmin,synthFX03,,CHEMICAL PLANT : ACT2,
Big Fish Audio,The Hybridizer,140 Symphonic Phet,140 Symphonic Phet deep hits,,SKILL : TIME BRAKE,
EastWest,Joey Kramer Drum Loops and Samples,CD 1 -> Partition H -> VOLUME 003,CYM+HATS,,CHALLENGE / MISSION 3,
KORG,TRITON,Combinations -> Bank C,C113 Square Roots,,SKILL : PRECIOUS TIME / RING TIME,
KORG,TRITON,Combinations -> Bank D,D021 Ravalogue,,SEASIDE HILL : ACT2,
KORG,TRITON,Programs -> Bank A,A060 Trancer Lead,,SKILL : PRECIOUS TIME / RING TIME,
KORG,TRITON,Programs -> Bank A,A124 Espress Lead,,MENU 2,
KORG,TRITON,Programs -> Bank B,B108 Fat Syn Sync ,,"CHALLENGE / MISSION 2, CHALLENGE / MISSION 3",
KORG,TRITON,Programs -> Bank C,C028 A leadload,,"GREEN HILL : ACT2 - Normal, GREEN HILL : ACT2 - Fast",
KORG,TRITON,Programs -> Bank C,C053 Big and Buzzy,,TITLE DEMO,
KORG,TRITON,Programs -> Bank D,D044 BrightPulseLead,,"GREEN HILL : ACT2 - Normal, GREEN HILL : ACT2 - Fast",
KORG,TRITON,Programs -> Bank G,G022 Accordion,,WHITE SPACE MEDLEY,
Native Instruments,FM8,FM7 Legacy,3 Oct Hook,,PLANET WISP : ACT1,
Native Instruments,FM8,FM7 Legacy,303,,PLANET WISP : ACT1,
Native Instruments,FM8,FM8 Factory,Crunch Crusher,,PLANET WISP : ACT1,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,123-129,126-Dig It,,"RIVAL BATTLE : METAL SONIC ""STARDUST SPEEDWAY""",
Spectrasonics,Omnisphere,ARP + BPM,Atomic Acceleration,,SKY SANCTUARY : ACT1,
Spectrasonics,Omnisphere,ARP + BPM,Bandpassed Euro Arp 2,,SKY SANCTUARY : ACT1,
Spectrasonics,Omnisphere,ARP + BPM,Bandpassed Minimalism,,RIVAL BATTLE : SILVER THE HEDGEHOG,
Spectrasonics,Omnisphere,Synth Bass,Bleachbro Bass 1,,GREEN HILL : ACT1,
Spectrasonics,Omnisphere,Synth Bass,Stateside Bass,,ROOFTOP RUN : ACT1,
Spectrasonics,Omnisphere,Synth Mono,Amped Square Expresso,,"RIVAL BATTLE : METAL SONIC ""STARDUST SPEEDWAY""",
Spectrasonics,Omnisphere,Synth Mono,Big Synth Pulse Lead,,"GREEN HILL : ACT1, ROOFTOP RUN : ACT1",
Spectrasonics,Omnisphere,Synth Mono,Grit Lead,,CRISIS CITY : ACT1,
Spectrasonics,Omnisphere,Synth Pluck,Digging the Wavetable 2,,CHEMICAL PLANT : ACT1,
Spectrasonics,Omnisphere,Synth Poly,Brainsalad Modular,,"JINGLE : INVINCIBLE ver.1, JINGLE : INVINCIBLE ver.2",
Spectrasonics,Omnisphere,Synth Poly,Most Frequencies Known Synth,,GREEN HILL : ACT1,
Spectrasonics,Retro Funk S.A.G.E. Xpander,098-AttiTUDE,098-AttiTUDE Hi Fi Fill c,,"RIVAL BATTLE : METAL SONIC ""STARDUST SPEEDWAY""",
Spectrasonics,Retro Funk S.A.G.E. Xpander,102-Livin Large,102-Livin Large FBar 2,,JINGLE : INVINCIBLE ver.1,
Spectrasonics,Retro Funk S.A.G.E. Xpander,102-Livin Large,102-Livin Large FBar 3,,JINGLE : INVINCIBLE ver.1,
Spectrasonics,Retro Funk S.A.G.E. Xpander,115-Good Feet,115-Good Feet Fill a,,SKY SANCTUARY : ACT1,
Spectrasonics,Retro Funk S.A.G.E. Xpander,115-Good Feet,115-Good Feet Fill b,,SKY SANCTUARY : ACT1,
Spectrasonics,Retro Funk S.A.G.E. Xpander,115-Good Feet,115-Good Feet Fill c,,SKY SANCTUARY : ACT1 (Speed Up),
Spectrasonics,Stylus RMX,Classic Stylus -> 70-Ping Sixteen,70-Ping Sixteen a,,PLANET WISP : ACT1,
Spectrasonics,Stylus RMX,Classic Stylus -> 77-Credo,77-Credo,,"RIVAL BATTLE : METAL SONIC ""STARDUST SPEEDWAY""",
Spectrasonics,Stylus RMX,Classic Stylus -> Congas,107-Congas,,"RIVAL BATTLE : METAL SONIC ""STARDUST SPEEDWAY""",
Spectrasonics,Stylus RMX,Classic Stylus -> 141-Adrenline,141-Adrenline a,,PLANET WISP : ACT1,
Spectrasonics,Stylus RMX,RMX Grooves -> 72-Ricochet Toys,72-Ricochet TOYS,,"RIVAL BATTLE : METAL SONIC ""STARDUST SPEEDWAY""",
Spectrasonics,Stylus RMX,RMX Grooves -> 73-Caravan,73-Caravan Combo,Custom Loop,CUT SCENE 4,
Spectrasonics,Stylus RMX,RMX Grooves -> 78-Bossa Love,79-BossaLuv No Kick,,JINGLE : INVINCIBLE ver.1,
Spectrasonics,Stylus RMX,RMX Grooves -> 86-Outlaw,86-Outlaw Drums,Filtered,BOSS BATTLE : TIME EATER ver.2,
Spectrasonics,Stylus RMX,RMX Grooves -> 90-Beat Bastard,90-Beat Bastard Bash Drms,Custom Loop,CHALLENGE / MISSION 3,
Spectrasonics,Stylus RMX,RMX Grooves -> 95-Wack,95-Wack Fuzz Drone,Custom Loop,BOSS BATTLE : TIME EATER ver.1,
Spectrasonics,Stylus RMX,RMX Grooves -> 115-Palmistry,115-Palmistry Handclaps Groove,,"RIVAL BATTLE : METAL SONIC ""STARDUST SPEEDWAY""",
Spectrasonics,Stylus RMX,RMX Grooves -> 130-TransWerk,130-TransWerk Combo,,CHEMICAL PLANT : ACT1,
Spectrasonics,Stylus RMX,RMX Grooves -> 135-Rue The Day,135-Rue The Day Snare,,"GREEN HILL : ACT1, PLANET WISP : ACT1, CHALLENGE / MISSION 3",
Spectrasonics,Stylus RMX,RMX Grooves -> 140-Atomic ZOO,140-Atomic ZOO Kick,Custom Loop,SKY SANCTUARY : ACT1,
Spectrasonics,Stylus RMX,RMX Grooves -> 160-Attakk,160-Attakk Fast Break,,SKY SANCTUARY : ACT1,
Spectrasonics,Stylus RMX,Sound Menus -> Cymbals,MENU All Cymbals Hi-Fi,"C#5, D#5, E5","RIVAL BATTLE : METAL SONIC ""STARDUST SPEEDWAY""",
Spectrasonics,Trilian,Bass Instruments -> Bass - Electric Fingered,Clean Fender - Full Range,,"RIVAL BATTLE : METAL SONIC ""STARDUST SPEEDWAY""",
Spectrasonics,Trilian,Synth Bass,Euro Bass 101,,CHEMICAL PLANT : ACT1,
Steinberg,Virtual Guitarist 2,Electric Guitars -> Wah,Wah Wah,,"RIVAL BATTLE : METAL SONIC ""STARDUST SPEEDWAY""",Link
Zero-G,Drum & Percussion Tools,Track 20 - Ambient Cymbals -> Sample 13,Slow Attack,,"RIVAL BATTLE : METAL SONIC ""STARDUST SPEEDWAY""",
Zero-G,EZ Rollers Drum & Bass Producer Pack,Breaks -> Ravers,Perception No Kick 175bpm,,CRISIS CITY : ACT2,
Zero-G,EZ Rollers Drum & Bass Producer Pack,Breaks -> Speed Freeks,RS 2000 175bpm,,CRISIS CITY : ACT2,
Zero-G,Jungle Frenzy 2,Track 06 - Programmed Rhythms -> TS 0:13,Metal Edges,,"RIVAL BATTLE : SHADOW THE HEDGEHOG ""FOR TRUE STORY - Circuit Freq RMX""",
Zero-G,Orchestral Flavours,Track 03 - Strings & Orchestra -> Sample 1,Tutti Hit - minor pp C,,CRISIS CITY : ACT1,
Stuff to Find,,,,,,
EastWest,Symphonic Orchestra,,,Could be used,,
ProjectSAM,Symphobia,1 Mixed Orchestra,?,French Horn Rip,BOSS BATTLE : DEATH EGG ROBOT,
Spectrasonics,Omnisphere,,,Synths,CRISIS CITY : ACT1,
Spectrasonics,Omnisphere,,,,CHALLENGE / MISSION 5,
?,? (Sample Loop Library),,,Percussion Loop,CRISIS CITY : ACT1,
?,? (Sample Loop Library),,,"Amen Break, BGM Timestamp 1:31",BOSS BATTLE : EGG DRAGOON,
Sonic the Hedgehog 4: Episode II,,"(Released: May 15, 2012)",,(Music by: Jun Senoue),,
All other instruments come from Sonic the Hedgehog 4: Episode I stems.,,,,,,
Sample: SEGA,Sonic The Hedgehog 1,,,Snare Drum,-Used throughout the soundtrack-,
AIR Music Technology,Vacuum,1 Leads,01 Bad Ass,Increase release,Death Egg mk.II Zone Act 1,
AIR Music Technology,Vacuum,1 Leads,07 Oak Aged Mini,,"Title Screen, White Park Zone Act 1, A Duel with Metal Sonic - Stardust Speedway RMX",
AIR Music Technology,Vacuum,1 Leads,11 Detuned Double Square,,"White Park Zone Act 1, Sylvania Castle Zone Act 2",
AIR Music Technology,Vacuum,1 Leads,12 Dirty Reso Lead,,-Used throughout the soundtrack-,
AIR Music Technology,Vacuum,1 Leads,15 Obaheim Brass,,-Used throughout the soundtrack-,
AIR Music Technology,Vacuum,1 Leads,17 Transformator Lead,,Sylvania Castle Zone Act 2,
AIR Music Technology,Vacuum,1 Leads,19 Cheap String Tango,,White Park Zone Act 3,
AIR Music Technology,Vacuum,1 Leads,21 Reso Rubber Lead,,"Sylvania Castle Zone Act 2, Sky Fortress Zone Act 2",
AIR Music Technology,Vacuum,1 Leads,23 Marky Mark,,"Oil Desert Zone Act 1, Oil Desert Zone Act 2",
AIR Music Technology,Vacuum,1 Leads,24 Nasty As Hell,,"Oil Desert Zone Act 3, Death Egg mk.II Zone Act 1",
AIR Music Technology,Vacuum,1 Leads,28 Detuned Double Saw,,Death Egg mk.II Zone Act 1,
AIR Music Technology,Vacuum,1 Leads,36 Lovely Old School,,White Park Zone Act 3,
AIR Music Technology,Vacuum,1 Leads,42 Lucky Mam,,"Sylvania Castle Zone Act 3, White Park Act 3",
AIR Music Technology,Vacuum,1 Leads,45 The Ant,,Oil Desert Zone Act 2,
AIR Music Technology,Vacuum,1 Leads,46 Tube DX Lead,,White Park Act 3,
AIR Music Technology,Vacuum,1 Leads,47 Fat 2 Octave Lead,,White Park Zone Act 3,
AIR Music Technology,Vacuum,1 Leads,49 Power Square Lead,,"Oil Desert Zone Act 1, Oil Desert Zone Act 2, Sky Fortress Zone Act 2, Sky Fortress Zone Act 3, Cut Scene: Reboot",
AIR Music Technology,Vacuum,1 Leads,50 The Vogon,,Oil Desert Zone Act 2,
AIR Music Technology,Vacuum,1 Leads,55 Modular Lead,,Special Stage,
AIR Music Technology,Vacuum,2 Bass,02 Super Basic PW Bass,,White Park Zone Act 3,
AIR Music Technology,Vacuum,2 Bass,11 Razor Sharp Bass,,Oil Desert Zone Act 1,
AIR Music Technology,Vacuum,2 Bass,12 Woody Chap,,White Park Zone Act 2,
AIR Music Technology,Vacuum,2 Bass,20 Distorted Square Bass,,Sky Fortress Zone Act 3,
AIR Music Technology,Vacuum,2 Bass,21 Super Basic Synth Bass,,"A New Frontier, Sylvania Castle Zone Act 1, Sylvania Castle Zone Act 2, Sylvania Castle Zone Act 3, White Park Zone Act 1, Oil Desert Act 1",
AIR Music Technology,Vacuum,2 Bass,27 Fatso,Turn release to 0,Cut Scene: Reboot,
AIR Music Technology,Vacuum,2 Bass,37 Deep Growl,,Sky Fortress Zone Act 2,
AIR Music Technology,Vacuum,2 Bass,53 Clue,,"A Duel with Metal Sonic - Stardust Speedway RMX, Special Stage",
AIR Music Technology,Vacuum,2 Bass,54 Octava,,"White Park Zone Act 3, Boss: Metal Sonic",
AIR Music Technology,Vacuum,2 Bass,56 Scraping Ring Bass,,"Oil Desert Zone Act 2, Cut Scene: A New Frontier, Sylvania Castle Zone Act 1",
AIR Music Technology,Vacuum,2 Bass,59 Love That Bass,,Sky Fortress Zone Act 3,
AIR Music Technology,Vacuum,2 Bass,61 The Grizzly,,"Cut Scene: The Tornado Takes Off!, Sky Fortress Zone Act 1, Sky Fortress Zone Act 2",
AIR Music Technology,Vacuum,2 Bass,62 Mad Max,,"A Duel with Metal Sonic - Stardust Speedway RMX, Special Stage",
AIR Music Technology,Vacuum,2 Bass,66 Reso Impact Bass,,Oil Desert Act 2,
AIR Music Technology,Vacuum,3 Arpeggios,11 Transformer Beat,"Arp off, release down",Boss: Dr. Eggman,
AIR Music Technology,Vacuum,3 Arpeggios,25 Steamy,,"Oil Desert Zone Act 1, Oil Desert Zone Act 2, Sky Fortress Zone Act 1",
AIR Music Technology,Vacuum,4 Percussive,13 Razor Gang,,Boss: Metal Sonic,
AIR Music Technology,Xpand!2,Parts -> 001 Bright Pads,Wind Rider+,,"Cut Scene: The Tornado Takes Off!, Sky Fortress Act 1",
AIR Music Technology,Xpand!2,Parts -> 005 Polysynths,Techno Chords,,A Duel with Metal Sonic - Stardust Speedway RMX,
AIR Music Technology,Xpand!2,Parts -> 006 Synth Brasses,Square Sync Brass+,Panned to the left,Sylvania Castle Zone Act 3,
AIR Music Technology,Xpand!2,Parts -> 006 Synth Brasses,Saw Sync Brass+,,"Sylvania Castle Zone Act 1, Sylvania Castle Zone Act 3",
AIR Music Technology,Xpand!2,Parts -> 007 Soft Lead,Smooth+,,Death Egg mk.II Zone Act 1,
AIR Music Technology,Xpand!2,Parts -> 009 Ambience + FX,Maschinen Raum+,,"Cut Scene: Metal Sonic Returns!, Cut Scene: Reboot",
AIR Music Technology,Xpand!2,Parts -> 011 Electric Pianos,Wurli Selector,,A Duel with Metal Sonic - Stardust Speedway RMX,
AIR Music Technology,Xpand!2,Parts -> 012 Organs,Basic Gospel,,White Park Zone Act 1 ,
AIR Music Technology,Xpand!2,Parts -> 012 Organs,Full Bars,,White Park Zone Act 2,
AIR Music Technology,Xpand!2,Parts -> 013 Clavinets,Phaser Clav,,Sylvania Castle Zone Act 2,
AIR Music Technology,Xpand!2,Parts -> 013 Clavinets,Fat Clavinet+,Panned left and right with switches,Sylvania Castle Zone Act 3,
AIR Music Technology,Xpand!2,Parts -> 018 Bells,Big FM Bells,,White Park Zone Act 2,
AIR Music Technology,Xpand!2,Parts -> 018 Bells,Hi Bells+,,White Park Zone Act 1 ,
AIR Music Technology,Xpand!2,Parts -> 019 Guitars,56 Strat+,,A Duel with Metal Sonic - Stardust Speedway RMX,
AIR Music Technology,Xpand!2,Patches -> 12 Hard Leads,+13 Amnesia,,Boss: Metal Sonic,
AIR Music Technology,Xpand!2,Patches -> 12 Hard Leads,+38 Wavetable Lead,,Boss: Metal Sonic,
KORG,TRITON,Programs -> Bank B,B004 Jazz/Brush Kits,Shaker,-Used throughout the soundtrack-,
Sonic Lost World,,"(Released: October 18, 2013)",,,,
Sample: Derek And Ray,St. Thomas,,Timestamp 0:00,Bongos,Stage Clear (Yoshi's Island Ver.),
Sample: Electric Light Orchestra,Don't Bring Me Down,,Timestamp 0:00,Drum Loop,Color Power - Red Burst,
Sample: Esquivel,Sun Valley Ski Run,,Timestamp 1:10,Organ Run,Sugar Lane,
Sample: Françoise Hardy,Dame souris trotte,,Timestamp 1:32,String Rip,Sugar Lane,
Sample: Keith Mansfield,The Mexican D.J.,,Timestamp 0:00,Guiro,"Midnight Owl, Owl Lights, Stage Clear (Yoshi's Island Ver.)",
Sample: Marty Gold & His Orchestra,The Donkey Serenade,,"Timestamp 0:03, 2:11","Brass Rip, String Rips",Sugar Lane,
Sample: Morton Gould,Calypso Souvenir,,"Timestamp 0:00, 1:57","Muted Trumpet, Strings Hits",Sugar Lane,
Sample: Skip Martin And His Orchestra,Drivin' Home,,Timestamp 0:00,Brass Phrases,Circus Caravan,
Sample: The Command All-Stars,All The Way,,Timestamp 0:03,Brass and Xylophone Hit,Sugar Lane,
Sample: Waltel Branco,Something For Sellers,,Timestamp 0:00,"Drum Loop, Drum Fill",Midnight Owl,
Apple,EXS24,Acoustic Pianos -> Steinway Piano,Steinway Grand Piano,,"Windy Hill (Zone 2), Sea Bottom Segue, And the Winner Is, The Lost Hex, The Cacophonic Conch, Solitude, Who Got Us Into This Mess?, Ending",
Apple,Loops,Jam Pack 1,Rural Banjo 12,,Color Power - Black Wisp,
Big Fish Audio,Nu Jazz City 2,26 080 E,26 drums 01,,Careening Cavern,
Big Fish Audio,Nu Jazz City 2,26 080 E,26 toms,,Careening Cavern,
IK Multimedia,SampleTank 2 XL,Percussion,Marimba,,Island Relics,
IK Multimedia,SampleTank 2 XL,Voices,Soprano Ahs p,,Sugar Lane,
IK Multimedia,SampleTron,Chamberlin Music Masters,M4 Mrmbs MP,Increase release,Sugar Lane,
IK Multimedia,SampleTron,Chamberlin Music Masters,M4 Pizz CH,,Sugar Lane,
IK Multimedia,SampleTron,Mellotron M400 and Mark V,MlTrn Strings 4 L,,Sugar Lane,
MOTU,Universal Loops & Instruments ,Strings Ensemble,All Strings pizz,,Sugar Lane,
reFX,Nexus²,Classical,CL Tapestrings,,Thundercloud Acropolis,
Spectrasonics,BackBeat S.A.G.E. Xpander,082-Bugaboo,082-Bugaboo Fill b,,Sugar Lane,
Spectrasonics,Omnisphere,Guitars,PRS Lead Guitar a,,Cutscene - The Rise of the Six,
Spectrasonics,Omnisphere,Keyboards,Crush Tone Keys,,Island Relics,
Spectrasonics,Omnisphere,Synth Poly,Harmonic Influences,,Frozen Factory (Zone 1),
Spectrasonics,Omnisphere,Synth Poly,King Club Crusher,,Lava Mountain,
Spectrasonics,Omnisphere,Synth Poly,Loud Raving Lunatic,,Dragon Dance,
Spectrasonics,Stylus RMX,Classic Stylus -> 131-Lulu,131-Lulu a,,Sugar Lane,
Spectrasonics,Stylus RMX,RMX Grooves -> 52-Alice's Dream,52-Alice's Dream,Various Elements,Calling in the Heavy Hitter / Zomom's Take-out Lunch,
Spectrasonics,Stylus RMX,RMX Grooves -> 86-Outlaw,?,,Nightmare Zone (Boss),
Spectrasonics,Stylus RMX,RMX Grooves -> 125-Evil Echo,125-Evil Echo Groove,,Color Power -  Yellow Drill (Submarine Ver.),
Spectrasonics,Stylus RMX,RMX Grooves -> 140-Drill,140-Drill,Various Elements,Sugar Lane,
Spectrasonics,Stylus RMX,RMX Grooves -> 160-Find The Exit,160-Find The Exit Combo,,Boss Rushes (Guitar Ver.),
Spectrasonics,Stylus RMX,Sound Menus -> Cinematic,MENU - Ambient Metals,F#4,Cutscene - The Rise of the Six,
Spectrasonics,Trilian,Bass Instruments,Clean Fender - Full Range,,Sugar Lane,
Spectrasonics,Trilian,Bass Instruments -> N/A,?,"To confirm, from G-Boy's sheet",Island Relics,
Steinberg,HALion Sonic SE,GM Set,[GM 000] Acoustic Grand Piano,,Frozen Factory (Zone 1),
Steinberg,HALion Sonic SE,GM Set,[GM 105] Sitar,,"Desert Ruins (Zone 1), Desert Ruins (Zone 4)",
Sounds Good & Steinberg,Hip Hop Beats & Treats,CD 1 -> 80_SCRATCH,080HEYDJ,,Tropical Coast (Zone 1),
Sounds Good & Steinberg,Hip Hop Beats & Treats,CD 1 -> 80_SCRATCH,080UH,,Tropical Coast (Zone 1),
UVI,PlugSound Pro (01-Keyboards),01-Acoustic Pianos -> 01-Grand Piano,Acoustic Grand Piano,,Sugar Lane,
UVI,PlugSound Pro (01-Keyboards),03-Harpsichords & co,Fiamand Harpsichord,,Sugar Lane,
UVI,PlugSound Pro (05-General MIDI),02-Pitched Percussions,10-Glockenspiel,,Sugar Lane,
UVI,PlugSound Pro (06-Orchestral),Strings Ensemble,Violas marc,,Sugar Lane,
UVI,PlugSound Pro (06-Orchestral),Strings Ensemble,Violas sus,,Sugar Lane,
Zero-G,EZ Rollers Drum & Bass Producer Pack,Breaks -> Heavy,200lb 175bpm,,Sea Bottom Segue,
Zero-G,EZ Rollers Drum & Bass Producer Pack,Breaks -> Medium 2,Scared 175bpm,,Special Stage,
Zero-G,EZ Rollers Drum & Bass Producer Pack,Breaks -> Ravers,Perception No Kick 175bpm,,Desert Ruins (Zone 1),
Zero-G,Middle Eastern Sounds,Derbouka,Derbouka Andalusi 119,,Desert Ruins (Zone 1),
Zero-G,Middle Eastern Sounds,Groove Beat,Groove Beat 140 1,,Sky Road (Zone 1),
Zero-G,Phantom Horns,RIFFS -> JB_SOUL_RIFFS -> JBR1-132BPM,J4C132EB,,Hidden World,
Zero-G,Phantom Horns,RIFFS -> JB_SOUL_RIFFS -> JBR3-132BPM,J19D110EBM,,Hidden World,
Zero-G,Sounds of Polynesia,120-Island Time,ITi-Conga 1 & 2 120,,Island Relics,
Zero-G,Sounds of Polynesia,120-Island Time,ITi-Kick 120,,Island Relics,
Zero-G,Sounds of Polynesia,120-Island Time,ITi-Pate 3 120,,Island Relics,
Zero-G,Sounds of Polynesia,120-Island Time,ITi-Shaker 120,,Island Relics,
Zero-G,Total Drum & Bass,CD 1 -> Track 10 - 160bpm -> TS 0:00,Zinc,,Sea Bottom Segue,
Zero-G,Total Drum & Bass,CD 1 -> Track 13 - 160bpm -> Sample 9,Down And Out,,Sea Bottom Segue,
Zero-G,Total Drum & Bass,CD 2 -> Track 35 - Guitars 02 -> Sample 5,Blue Onions 170 Ebmin,,Hidden World,
Zero-G,Total Rex,Afrolatin Slam -> AFRICAN-NIGERIA,118 AFROBEAT-CONGAS,,Silent Forest (Zone 1),
Zero-G,Total Rex,Afrolatin Slam -> AFRICAN-NIGERIA,118 AFROBEAT-PERC NO KIT A,,"Silent Forest (Zone 1), Honeycomb Highway",
Zero-G,Total Rex,Afrolatin Slam -> MISC LOOPS & HITS,134 DARK DRUM'N BASS,,Honeycomb Highway,
Zero-G,Total Rex,Afrolatin Slam -> MISC LOOPS & HITS,144 SPEED BREAK BEAT 1,,Honeycomb Highway,
Zero-G,Total Rex,Afrolatin Slam -> SOUTH AMERICAN 1,BERIMBAO & CAXIXI 122-1,,Color Power - Grey Quake,
Zero-G,Total Rex,Jungle Frenzy -> Mixed Breaks (161-bpm),Johnny B,,Tropical Coast (Zone 1),
Stuff to Find,,,,,,
IK Multimedia,SampleTron,Mellotron M300 and Mark II,Sax,,Sugar Lane,
Ueberschall,Houseworx!,,Clap,,Desert Ruins (Zone 4),
Spectrasonics,Omnisphere,,Lead,,Snowball Waltz,
Spectrasonics,Omnisphere,,,,Thundercloud Acropolis,
Spectrasonics,Omnisphere,,,,Lava Mountain,
Spectrasonics,Omnisphere,,Synths,,Special Stage,
?,?,,Synth Arp,,Windy Hill (Zone 1),
